[[-0.41250000000000003, 0.603, 0.3675], [-0.010652644360316953, 0.0, -0.019174759848570515], [-0.0157470703125, -0.0614013671875, 0.9854736328125]]
[[-0.41250000000000003, 0.603, 0.3765], [0.0, 0.0, -0.019174759848570515], [-0.015625, -0.0550537109375, 1.0108642578125]]
[[-0.41250000000000003, 0.603, 0.3765], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0133056640625, -0.054931640625, 1.010009765625]]
[[-0.40800000000000003, 0.6105, 0.366], [0.0, 0.0, -0.019174759848570515], [-0.0123291015625, -0.0543212890625, 1.011474609375]]
[[-0.40800000000000003, 0.6105, 0.366], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.013916015625, -0.0535888671875, 1.010498046875]]
[[-0.42, 0.618, 0.3705], [0.0, 0.0, -0.017044230976507126], [-0.013427734375, -0.0556640625, 1.0084228515625]]
[[-0.42, 0.618, 0.3705], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0128173828125, -0.0546875, 1.007568359375]]
[[-0.4185, 0.612, 0.378], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0142822265625, -0.055419921875, 1.008544921875]]
[[-0.4185, 0.612, 0.378], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0140380859375, -0.0574951171875, 1.006591796875]]
[[-0.42, 0.5985, 0.363], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.013671875, -0.056640625, 1.0133056640625]]
[[-0.42, 0.5985, 0.363], [0.0, 0.0021305288720633907, -0.019174759848570515], [-0.0133056640625, -0.056396484375, 1.0118408203125]]
[[-0.4185, 0.6105, 0.369], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0128173828125, -0.058349609375, 1.009765625]]
[[-0.4185, 0.6105, 0.369], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.013916015625, -0.055419921875, 1.0108642578125]]
[[-0.4245, 0.612, 0.372], [0.0, 0.0021305288720633907, -0.017044230976507126], [-0.0125732421875, -0.058349609375, 1.0098876953125]]
[[-0.4245, 0.612, 0.372], [0.004261057744126781, 0.0021305288720633907, -0.017044230976507126], [-0.0147705078125, -0.058349609375, 1.006591796875]]
[[-0.429, 0.603, 0.366], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.0164794921875, -0.0535888671875, 1.0101318359375]]
[[-0.429, 0.603, 0.366], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0147705078125, -0.0555419921875, 1.0111083984375]]
[[-0.4185, 0.606, 0.3705], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0147705078125, -0.054931640625, 1.011474609375]]
[[-0.4185, 0.606, 0.3705], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.013427734375, -0.0526123046875, 1.0140380859375]]
[[-0.4185, 0.612, 0.372], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.015380859375, -0.053955078125, 1.01318359375]]
[[-0.4185, 0.6105, 0.366], [0.0, 0.0021305288720633907, -0.017044230976507126], [-0.0142822265625, -0.0482177734375, 1.010009765625]]
[[-0.4185, 0.6105, 0.366], [0.0, 0.0, -0.019174759848570515], [-0.0164794921875, -0.0546875, 1.0074462890625]]
[[-0.417, 0.609, 0.366], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.01513671875, -0.0499267578125, 1.0106201171875]]
[[-0.417, 0.609, 0.366], [-0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0133056640625, -0.0511474609375, 1.01220703125]]
[[-0.4185, 0.6075, 0.3675], [0.0, 0.0, -0.017044230976507126], [-0.0146484375, -0.053955078125, 1.010009765625]]
[[-0.4185, 0.6075, 0.3675], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.014404296875, -0.052490234375, 1.010009765625]]
[[-0.4185, 0.6075, 0.3705], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0147705078125, -0.053466796875, 1.0084228515625]]
[[-0.4185, 0.6075, 0.3705], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0147705078125, -0.053955078125, 1.0093994140625]]
[[-0.4185, 0.6015, 0.369], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0130615234375, -0.0538330078125, 1.012451171875]]
[[-0.4185, 0.6015, 0.369], [0.0, 0.0, -0.019174759848570515], [-0.0140380859375, -0.0574951171875, 1.007568359375]]
[[-0.41400000000000003, 0.6075, 0.3705], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.0137939453125, -0.0574951171875, 1.008056640625]]
[[-0.41400000000000003, 0.6075, 0.3705], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.015869140625, -0.056884765625, 1.0106201171875]]
[[-0.41250000000000003, 0.6075, 0.363], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0128173828125, -0.056884765625, 1.0079345703125]]
[[-0.41250000000000003, 0.6075, 0.363], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0145263671875, -0.05810546875, 1.0079345703125]]
[[-0.41400000000000003, 0.6105, 0.366], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.0146484375, -0.055908203125, 1.0120849609375]]
[[-0.41400000000000003, 0.6105, 0.366], [0.0, 0.0, -0.017044230976507126], [-0.0137939453125, -0.0562744140625, 1.01025390625]]
[[-0.41550000000000004, 0.603, 0.3615], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.01318359375, -0.0595703125, 1.0068359375]]
[[-0.41550000000000004, 0.603, 0.3615], [0.004261057744126781, 0.0021305288720633907, -0.017044230976507126], [-0.014404296875, -0.0577392578125, 1.00732421875]]
[[-0.4275, 0.606, 0.36], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0128173828125, -0.0562744140625, 1.010498046875]]
[[-0.4275, 0.606, 0.36], [0.006391586616190172, 0.0021305288720633907, -0.019174759848570515], [-0.0115966796875, -0.05859375, 1.01953125]]
[[-0.4215, 0.606, 0.372], [-0.004261057744126781, 0.0021305288720633907, -0.017044230976507126], [-0.01416015625, -0.0504150390625, 1.0150146484375]]
[[-0.4215, 0.606, 0.372], [-0.004261057744126781, 0.0021305288720633907, -0.019174759848570515], [-0.01513671875, -0.062744140625, 0.992431640625]]
[[-0.4215, 0.609, 0.369], [0.014913702104443736, 0.0, -0.017044230976507126], [-0.0115966796875, -0.065185546875, 0.9971923828125]]
[[-0.4215, 0.609, 0.369], [0.010652644360316953, 0.0, -0.017044230976507126], [-0.0146484375, -0.0455322265625, 1.0374755859375]]
[[-0.4215, 0.606, 0.3675], [-0.021305288720633905, 0.004261057744126781, -0.017044230976507126], [-0.0152587890625, -0.0458984375, 1.0174560546875]]
[[-0.4215, 0.606, 0.3675], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.0125732421875, -0.0687255859375, 0.968017578125]]
[[-0.4275, 0.612, 0.3705], [0.03195793308095086, -0.004261057744126781, -0.017044230976507126], [-0.017333984375, -0.0640869140625, 0.9976806640625]]
[[-0.4275, 0.612, 0.3705], [0.008522115488253563, 0.0, -0.017044230976507126], [-0.014892578125, -0.037841796875, 1.041015625]]
[[-0.41550000000000004, 0.6075, 0.372], [-0.014913702104443736, 0.0021305288720633907, -0.019174759848570515], [-0.0133056640625, -0.0478515625, 1.016357421875]]
[[-0.4245, 0.612, 0.366], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.0155029296875, -0.0509033203125, 1.019775390625]]
[[-0.41400000000000003, 0.6075, 0.34800000000000003], [-0.0021305288720633907, 0.0, -0.017044230976507126], [-0.011962890625, -0.048828125, 1.010986328125]]
[[-0.41400000000000003, 0.6075, 0.34800000000000003], [-0.0021305288720633907, 0.0, -0.019174759848570515], [-0.014892578125, -0.052734375, 1.0084228515625]]
[[-0.4275, 0.609, 0.3645], [-0.010652644360316953, 0.0, -0.017044230976507126], [-0.0111083984375, -0.059814453125, 0.9969482421875]]
[[-0.4275, 0.609, 0.3645], [0.010652644360316953, -0.0021305288720633907, -0.017044230976507126], [-0.0162353515625, -0.06103515625, 1.00146484375]]
[[-0.423, 0.609, 0.3705], [0.004261057744126781, -0.0021305288720633907, -0.017044230976507126], [-0.011474609375, -0.0556640625, 1.00341796875]]
[[-0.423, 0.612, 0.36], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.014892578125, -0.05859375, 1.0029296875]]
[[-0.4185, 0.612, 0.36], [0.006391586616190172, 0.0, -0.019174759848570515], [-0.012451171875, -0.0556640625, 1.0201416015625]]
[[-0.4245, 0.609, 0.3615], [-0.008522115488253563, 0.0021305288720633907, -0.019174759848570515], [-0.0142822265625, -0.0560302734375, 1.0172119140625]]
[[-0.4245, 0.609, 0.3615], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.014892578125, -0.0657958984375, 1.00537109375]]
[[-0.4215, 0.6075, 0.363], [0.010652644360316953, 0.0, -0.017044230976507126], [-0.01513671875, -0.0560302734375, 1.00732421875]]
[[-0.4215, 0.6075, 0.363], [0.0, 0.0, -0.017044230976507126], [-0.0140380859375, -0.052978515625, 1.014892578125]]
[[-0.41250000000000003, 0.603, 0.3795], [-0.006391586616190172, 0.0021305288720633907, -0.019174759848570515], [-0.0157470703125, -0.0577392578125, 1.009765625]]
[[-0.41250000000000003, 0.603, 0.3795], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.01611328125, -0.061767578125, 0.99560546875]]
[[-0.41250000000000003, 0.606, 0.3645], [0.010652644360316953, -0.0021305288720633907, -0.019174759848570515], [-0.014892578125, -0.059326171875, 1.0013427734375]]
[[-0.41250000000000003, 0.606, 0.3645], [0.006391586616190172, 0.0, -0.017044230976507126], [-0.0145263671875, -0.0576171875, 0.9945068359375]]
[[-0.41400000000000003, 0.609, 0.375], [0.017044230976507126, 0.0, -0.017044230976507126], [-0.0093994140625, -0.0633544921875, 1.020263671875]]
[[-0.41400000000000003, 0.609, 0.375], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0186767578125, -0.034423828125, 1.05859375]]
[[-0.4215, 0.6135, 0.366], [-0.02769687533682408, 0.006391586616190172, -0.019174759848570515], [-0.0120849609375, -0.056396484375, 1.02294921875]]
[[-0.4215, 0.6135, 0.366], [0.010652644360316953, 0.0, -0.019174759848570515], [-0.015380859375, -0.07177734375, 0.9847412109375]]
[[-0.417, 0.612, 0.375], [0.008522115488253563, 0.0, -0.019174759848570515], [-0.017822265625, -0.0419921875, 1.0382080078125]]
[[-0.4185, 0.6075, 0.36], [-0.004261057744126781, 0.0, -0.017044230976507126], [-0.01416015625, -0.048095703125, 1.044921875]]
[[-0.4185, 0.6075, 0.36], [0.004261057744126781, 0.0021305288720633907, -0.014913702104443736], [-0.0086669921875, -0.0467529296875, 1.016845703125]]
[[-0.4275, 0.6015, 0.375], [-0.004261057744126781, 0.0021305288720633907, -0.019174759848570515], [-0.016357421875, -0.04931640625, 1.0068359375]]
[[-0.4275, 0.6015, 0.375], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.0159912109375, -0.0537109375, 1.0152587890625]]
[[-0.417, 0.6045, 0.363], [-0.006391586616190172, 0.0021305288720633907, -0.019174759848570515], [-0.0159912109375, -0.0478515625, 0.9979248046875]]
[[-0.417, 0.6045, 0.363], [0.0, 0.0, -0.017044230976507126], [-0.0145263671875, -0.0537109375, 0.9912109375]]
[[-0.4185, 0.6105, 0.366], [0.008522115488253563, -0.0021305288720633907, -0.017044230976507126], [-0.0152587890625, -0.0526123046875, 1.01025390625]]
[[-0.4185, 0.6105, 0.366], [-0.004261057744126781, 0.0, -0.019174759848570515], [-0.013427734375, -0.04931640625, 1.0113525390625]]
[[-0.4245, 0.603, 0.372], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.013916015625, -0.0606689453125, 1.019775390625]]
[[-0.4245, 0.603, 0.372], [-0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0159912109375, -0.049560546875, 1.0213623046875]]
[[-0.417, 0.6015, 0.3675], [-0.004261057744126781, 0.0, -0.019174759848570515], [-0.01611328125, -0.058837890625, 1.009765625]]
[[-0.417, 0.6015, 0.3675], [0.006391586616190172, 0.0, -0.017044230976507126], [-0.01708984375, -0.057861328125, 1.009765625]]
[[-0.41400000000000003, 0.6105, 0.3735], [-0.004261057744126781, 0.0, -0.019174759848570515], [-0.014892578125, -0.0545654296875, 1.0103759765625]]
[[-0.41400000000000003, 0.6105, 0.3735], [-0.004261057744126781, 0.0, -0.019174759848570515], [-0.0123291015625, -0.065185546875, 0.9952392578125]]
[[-0.4245, 0.6045, 0.366], [0.008522115488253563, -0.0021305288720633907, -0.019174759848570515], [-0.0123291015625, -0.0653076171875, 0.9949951171875]]
[[-0.4245, 0.6045, 0.366], [0.006391586616190172, 0.0, -0.017044230976507126], [-0.0115966796875, -0.0572509765625, 1.0152587890625]]
[[-0.41250000000000003, 0.5955, 0.366], [-0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.0120849609375, -0.0546875, 1.0255126953125]]
[[-0.41250000000000003, 0.5955, 0.366], [-0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.011474609375, -0.059326171875, 1.0120849609375]]
[[-0.417, 0.612, 0.363], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.0123291015625, -0.059814453125, 1.010009765625]]
[[-0.42, 0.615, 0.3675], [0.0, 0.0, -0.017044230976507126], [-0.0162353515625, -0.053466796875, 1.012939453125]]
[[-0.41100000000000003, 0.6075, 0.372], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.01416015625, -0.0538330078125, 1.0068359375]]
[[-0.41100000000000003, 0.6075, 0.372], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.0162353515625, -0.0550537109375, 1.00634765625]]
[[-0.423, 0.6105, 0.372], [0.004261057744126781, 0.0021305288720633907, -0.019174759848570515], [-0.0162353515625, -0.05224609375, 1.0133056640625]]
[[-0.423, 0.6105, 0.372], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0150146484375, -0.0509033203125, 1.014892578125]]
[[-0.4245, 0.603, 0.3765], [0.0, 0.0, -0.019174759848570515], [-0.017578125, -0.0528564453125, 1.01025390625]]
[[-0.4245, 0.603, 0.3765], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.01708984375, -0.0535888671875, 1.00927734375]]
[[-0.4245, 0.612, 0.3765], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.01611328125, -0.0498046875, 1.013427734375]]
[[-0.4245, 0.612, 0.3765], [-0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0162353515625, -0.0511474609375, 1.0118408203125]]
[[-0.4185, 0.597, 0.3765], [0.0, 0.0021305288720633907, -0.019174759848570515], [-0.013916015625, -0.0535888671875, 1.0098876953125]]
[[-0.4185, 0.597, 0.3765], [0.0, 0.0, -0.019174759848570515], [-0.0130615234375, -0.055908203125, 1.01123046875]]
[[-0.417, 0.609, 0.3615], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.012939453125, -0.0560302734375, 1.0108642578125]]
[[-0.417, 0.609, 0.3615], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.013671875, -0.053955078125, 1.01025390625]]
[[-0.417, 0.609, 0.3705], [-0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0133056640625, -0.0535888671875, 1.00830078125]]
[[-0.417, 0.609, 0.3705], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.013916015625, -0.056640625, 1.0106201171875]]
[[-0.4185, 0.6135, 0.3645], [0.0021305288720633907, -0.0021305288720633907, -0.019174759848570515], [-0.012939453125, -0.055908203125, 1.0118408203125]]
[[-0.4185, 0.6135, 0.3645], [0.0, 0.0, -0.019174759848570515], [-0.0120849609375, -0.056640625, 1.010009765625]]
[[-0.417, 0.6105, 0.372], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0130615234375, -0.056884765625, 1.009521484375]]
[[-0.417, 0.6105, 0.372], [0.0, 0.0, -0.017044230976507126], [-0.012451171875, -0.056396484375, 1.0101318359375]]
[[-0.41400000000000003, 0.609, 0.3675], [0.0, 0.0021305288720633907, -0.017044230976507126], [-0.0130615234375, -0.0555419921875, 1.0078125]]
[[-0.42, 0.6015, 0.375], [0.004261057744126781, 0.0021305288720633907, -0.019174759848570515], [-0.0137939453125, -0.0572509765625, 1.0086669921875]]
[[-0.42, 0.6015, 0.375], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.014892578125, -0.0560302734375, 1.01025390625]]
[[-0.423, 0.612, 0.3615], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0157470703125, -0.0546875, 1.0098876953125]]
[[-0.423, 0.612, 0.3615], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0145263671875, -0.05419921875, 1.0087890625]]
[[-0.426, 0.606, 0.3675], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0146484375, -0.0543212890625, 1.008544921875]]
[[-0.426, 0.606, 0.3675], [0.004261057744126781, 0.0021305288720633907, -0.019174759848570515], [-0.0142822265625, -0.053955078125, 1.0108642578125]]
[[-0.40800000000000003, 0.612, 0.372], [0.0, 0.0021305288720633907, -0.019174759848570515], [-0.013671875, -0.0538330078125, 1.012451171875]]
[[-0.40800000000000003, 0.612, 0.372], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.015380859375, -0.0543212890625, 1.0118408203125]]
[[-0.40950000000000003, 0.6105, 0.372], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.012451171875, -0.0528564453125, 1.0108642578125]]
[[-0.40950000000000003, 0.6105, 0.372], [0.004261057744126781, 0.0021305288720633907, -0.019174759848570515], [-0.0140380859375, -0.052978515625, 1.010009765625]]
[[-0.4185, 0.6075, 0.366], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0137939453125, -0.052978515625, 1.0113525390625]]
[[-0.4185, 0.6075, 0.366], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0145263671875, -0.0518798828125, 1.0108642578125]]
[[-0.417, 0.6165, 0.381], [0.0, 0.0021305288720633907, -0.019174759848570515], [-0.013427734375, -0.0538330078125, 1.0107421875]]
[[-0.417, 0.6165, 0.381], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0130615234375, -0.0550537109375, 1.0128173828125]]
[[-0.417, 0.615, 0.363], [0.0, 0.0, -0.019174759848570515], [-0.0115966796875, -0.0550537109375, 1.0115966796875]]
[[-0.417, 0.615, 0.363], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0155029296875, -0.0537109375, 1.009521484375]]
[[-0.4185, 0.6105, 0.369], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0150146484375, -0.0556640625, 1.00927734375]]
[[-0.426, 0.6105, 0.3675], [0.0, 0.0, -0.017044230976507126], [-0.013916015625, -0.0562744140625, 1.0087890625]]
[[-0.426, 0.6105, 0.3675], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.013671875, -0.056396484375, 1.0101318359375]]
[[-0.4185, 0.6105, 0.3705], [0.0, 0.0, -0.019174759848570515], [-0.0137939453125, -0.0562744140625, 1.0087890625]]
[[-0.42, 0.615, 0.3825], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.014892578125, -0.055908203125, 1.00732421875]]
[[-0.4245, 0.609, 0.3645], [0.0, 0.0, -0.017044230976507126], [-0.015869140625, -0.0570068359375, 1.0072021484375]]
[[-0.4245, 0.609, 0.3645], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.0150146484375, -0.05615234375, 1.009521484375]]
[[-0.4245, 0.612, 0.3705], [0.0, 0.0, -0.019174759848570515], [-0.014404296875, -0.05859375, 1.0106201171875]]
[[-0.4245, 0.612, 0.3705], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.015869140625, -0.0567626953125, 1.0091552734375]]
[[-0.417, 0.603, 0.375], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.0135498046875, -0.056396484375, 1.0081787109375]]
[[-0.417, 0.603, 0.375], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0152587890625, -0.0557861328125, 1.0087890625]]
[[-0.4245, 0.6075, 0.3705], [0.0, 0.0, -0.017044230976507126], [-0.0146484375, -0.0556640625, 1.0108642578125]]
[[-0.4245, 0.6075, 0.3705], [0.0, 0.0, -0.019174759848570515], [-0.013427734375, -0.0555419921875, 1.00830078125]]
[[-0.4275, 0.6135, 0.3705], [0.004261057744126781, 0.0021305288720633907, -0.019174759848570515], [-0.013671875, -0.05712890625, 1.0108642578125]]
[[-0.4275, 0.6135, 0.3705], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.013427734375, -0.0550537109375, 1.010009765625]]
[[-0.42, 0.6, 0.3765], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.013427734375, -0.0543212890625, 1.0107421875]]
[[-0.42, 0.6, 0.3765], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.013916015625, -0.052001953125, 1.0115966796875]]
[[-0.41400000000000003, 0.609, 0.3795], [0.0, 0.0, -0.019174759848570515], [-0.0155029296875, -0.0540771484375, 1.0113525390625]]
[[-0.41400000000000003, 0.609, 0.3795], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.01513671875, -0.0537109375, 1.0087890625]]
[[-0.417, 0.6135, 0.369], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0137939453125, -0.0523681640625, 1.0098876953125]]
[[-0.417, 0.6135, 0.369], [0.0, 0.0021305288720633907, -0.017044230976507126], [-0.01513671875, -0.053955078125, 1.0107421875]]
[[-0.4215, 0.6, 0.3645], [0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.012939453125, -0.0523681640625, 1.009033203125]]
[[-0.4215, 0.6, 0.3645], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0142822265625, -0.053466796875, 1.01123046875]]
[[-0.41400000000000003, 0.615, 0.3645], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0140380859375, -0.052490234375, 1.012939453125]]
[[-0.42, 0.609, 0.372], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.0205078125, -0.0531005859375, 1.0089111328125]]
[[-0.4275, 0.6075, 0.381], [0.0, 0.0, -0.019174759848570515], [-0.0123291015625, -0.0555419921875, 1.0087890625]]
[[-0.4275, 0.6075, 0.381], [0.0, 0.0021305288720633907, -0.019174759848570515], [-0.0106201171875, -0.0576171875, 1.0107421875]]
[[-0.41550000000000004, 0.609, 0.378], [0.0, -0.0021305288720633907, -0.019174759848570515], [-0.01806640625, -0.048095703125, 1.00048828125]]
[[-0.41550000000000004, 0.609, 0.378], [0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.01171875, -0.0615234375, 1.0062255859375]]
[[-0.4185, 0.606, 0.369], [0.006391586616190172, 0.0, -0.017044230976507126], [-0.01318359375, -0.05615234375, 1.019775390625]]
[[-0.4185, 0.606, 0.369], [-0.010652644360316953, 0.0021305288720633907, -0.019174759848570515], [-0.0172119140625, -0.050537109375, 1.0067138671875]]
[[-0.41100000000000003, 0.6075, 0.3885], [0.004261057744126781, 0.0, -0.017044230976507126], [-0.01318359375, -0.0643310546875, 0.994384765625]]
[[-0.41100000000000003, 0.6075, 0.3885], [0.017044230976507126, 0.0, -0.019174759848570515], [-0.0125732421875, -0.0538330078125, 1.0228271484375]]
[[-0.4215, 0.609, 0.3525], [-0.010652644360316953, 0.0, -0.019174759848570515], [-0.0167236328125, -0.044677734375, 1.0172119140625]]
[[-0.4215, 0.609, 0.3525], [-0.004261057744126781, 0.0, -0.017044230976507126], [-0.0172119140625, -0.063720703125, 0.9876708984375]]
[[-0.4215, 0.6045, 0.3825], [0.021305288720633905, 0.0, -0.017044230976507126], [-0.01123046875, -0.05810546875, 1.013427734375]]
[[-0.41100000000000003, 0.6045, 0.3795], [-0.0021305288720633907, 0.0, -0.017044230976507126], [-0.01318359375, -0.044189453125, 1.036376953125]]
[[-0.41100000000000003, 0.6045, 0.3795], [0.0, 0.0, -0.019174759848570515], [-0.0164794921875, -0.064453125, 0.9847412109375]]
[[-0.4215, 0.6045, 0.369], [0.019174759848570515, -0.0021305288720633907, -0.017044230976507126], [-0.013916015625, -0.052978515625, 1.009521484375]]
[[-0.4215, 0.6045, 0.369], [-0.004261057744126781, 0.0, -0.019174759848570515], [-0.0125732421875, -0.043212890625, 1.0277099609375]]
[[-0.423, 0.6135, 0.3675], [-0.006391586616190172, 0.0021305288720633907, -0.019174759848570515], [-0.013671875, -0.056884765625, 1.0029296875]]
[[-0.423, 0.6135, 0.3675], [0.010652644360316953, 0.0, -0.017044230976507126], [-0.0155029296875, -0.0616455078125, 1.0010986328125]]
[[-0.42, 0.5985, 0.3825], [0.008522115488253563, 0.0, -0.019174759848570515], [-0.01611328125, -0.051025390625, 1.023193359375]]
[[-0.42, 0.5985, 0.3825], [-0.004261057744126781, 0.0021305288720633907, -0.019174759848570515], [-0.0140380859375, -0.05224609375, 1.0208740234375]]
[[-0.417, 0.6075, 0.366], [-0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0167236328125, -0.055908203125, 1.001708984375]]
[[-0.417, 0.6075, 0.366], [0.006391586616190172, -0.0021305288720633907, -0.019174759848570515], [-0.0159912109375, -0.0535888671875, 1.0072021484375]]
[[-0.4215, 0.6135, 0.3675], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.013427734375, -0.0487060546875, 1.014404296875]]
[[-0.4215, 0.6135, 0.3675], [-0.0021305288720633907, 0.0, -0.019174759848570515], [-0.015380859375, -0.0582275390625, 1.001220703125]]
[[-0.41400000000000003, 0.6105, 0.381], [0.006391586616190172, 0.0, -0.017044230976507126], [-0.0152587890625, -0.056396484375, 1.00634765625]]
[[-0.41400000000000003, 0.6105, 0.381], [0.0021305288720633907, 0.0, -0.017044230976507126], [-0.0111083984375, -0.05322265625, 1.0179443359375]]
[[-0.42, 0.606, 0.3795], [-0.0021305288720633907, 0.0021305288720633907, -0.017044230976507126], [-0.013916015625, -0.0538330078125, 1.010498046875]]
[[-0.42, 0.606, 0.3795], [0.0021305288720633907, 0.0, -0.019174759848570515], [-0.0157470703125, -0.0556640625, 1.0052490234375]]
[[-0.41400000000000003, 0.603, 0.3795], [0.004261057744126781, 0.0021305288720633907, -0.019174759848570515], [-0.015625, -0.0528564453125, 1.0167236328125]]
[[-0.41400000000000003, 0.603, 0.3795], [-0.004261057744126781, 0.0, -0.019174759848570515], [-0.0115966796875, -0.0538330078125, 1.0123291015625]]
[[-0.4275, 0.606, 0.3615], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.012451171875, -0.06005859375, 1.0081787109375]]
[[-0.4275, 0.606, 0.3615], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.0146484375, -0.0543212890625, 1.012939453125]]
[[-0.4275, 0.6075, 0.375], [-0.0021305288720633907, 0.0021305288720633907, -0.019174759848570515], [-0.0133056640625, -0.0577392578125, 1.0059814453125]]
[[-0.4275, 0.6075, 0.375], [0.006391586616190172, 0.0, -0.017044230976507126], [-0.012939453125, -0.0565185546875, 1.0069580078125]]
[[-0.432, 0.606, 0.369], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.013916015625, -0.0521240234375, 1.0147705078125]]
[[-0.432, 0.606, 0.369], [-0.004261057744126781, 0.0021305288720633907, -0.017044230976507126], [-0.012939453125, -0.0543212890625, 1.0125732421875]]
[[-0.42, 0.6, 0.372], [0.0021305288720633907, -0.0021305288720633907, -0.019174759848570515], [-0.0150146484375, -0.058349609375, 1.0069580078125]]
[[-0.42, 0.6, 0.372], [0.004261057744126781, 0.0, -0.019174759848570515], [-0.0147705078125, -0.0555419921875, 1.0081787109375]]
